Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
InputWindowChange;2021-01-25 15:26:05.8093;80346;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;12;-8.5096;0.0000;Running;2.8131;12;0.1500;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:26:05.8103;80346;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;12;-8.5096;0.0000;Running;2.8131;11;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-25 15:26:06.0546;80451;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6105;24;NULL
InputWindowChange;2021-01-25 15:26:15.7024;84819;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;13;-8.5096;0.0000;Running;1.0921;11;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:26:19.7033;86679;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;13;-8.5075;0.0000;Running;1.0921;11;0.2000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:26:19.7042;86679;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;13;-8.5075;0.0000;Running;1.0921;12;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
MotorImagery;2021-01-25 15:26:25.8497;89454;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6649;25;NULL
Rest;2021-01-25 15:26:25.9784;89511;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6285;25;NULL
InputWindowChange;2021-01-25 15:26:30.4832;91619;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;14;-8.5075;0.0000;Running;1.0662;12;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:26:34.4835;93516;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;14;-8.5051;0.0000;Running;1.0662;12;0.2000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:26:34.4855;93516;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;14;-8.5051;0.0000;Running;1.0662;12;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:26:45.6031;98642;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;15;-8.5051;0.0000;Running;1.3469;12;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:26:49.6018;100486;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;15;-8.5046;0.0000;Running;1.3469;12;0.2000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:26:49.6038;100486;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;15;-8.5046;0.0000;Running;1.3469;12;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:27:00.7630;105562;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;16;-8.5046;0.0000;Running;1.1702;12;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:27:04.7615;107427;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;16;-8.5041;0.0000;Running;1.1702;12;0.2000;0;0.0000;0;0.6000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:27:04.7625;107427;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;16;-8.5041;0.0000;Running;1.1702;12;0.2000;0;0.0000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:27:15.1032;112163;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;17;-8.5041;0.0000;Running;1.4980;12;0.2000;0;0.0000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:27:19.1028;114033;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;17;-8.5022;0.0000;Running;1.4980;12;0.2000;0;0.0000;0;0.6500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:27:19.1087;114033;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;17;-8.5022;0.0000;Running;1.4980;12;0.2000;0;0.0000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:27:30.2435;119066;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;18;-8.5022;0.0000;Running;1.0650;12;0.2000;0;0.0000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:27:34.2425;120935;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;18;-8.5010;0.0000;Running;1.0650;12;0.2000;0;0.0000;0;0.7000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:27:34.2445;120935;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;18;-8.5010;0.0000;Running;1.0650;12;0.2000;0;0.0000;0;0.7500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:27:45.2615;125926;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Open;19;-8.5010;0.0000;Running;1.5562;12;0.2000;0;0.0000;0;0.7500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:27:49.2609;127792;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;19;-8.4997;0.0000;Running;1.5562;12;0.2000;0;0.0000;0;0.7500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:27:49.2639;127792;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;19;-8.4997;0.0000;Running;1.5562;12;0.2000;0;0.0000;0;0.8000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
GameStopped;2021-01-25 15:27:56.6937;130968;7a8c7f4574eb99f8363fe9b8de7aa55e;anonymous;NULL;Closed;20;0.0000;0.0000;Stopped;1.5562;12;0.2000;0;0.0000;0;0.8000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
