SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
7a8c7f4574eb99f8363fe9b8de7aa55e;2021-01-25 15:23:03.0317;1;anonymous;d2d9ea6de86abce81c8ea291f33dbd9c3764a00e;0;10;10;20;4.5000;4.0000;2.0000;1.0000;0.6400;SingleThreshold;8
