Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;BCIConfidence;InputNumber;TrialGoal
InputWindowChange;2021-01-25 15:30:23.5752;26697;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;3;-7.1660;0.0000;Running;1.9476;9;0.1000;6;0.0000;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:30:23.5752;26697;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;3;-7.1660;0.0000;Running;1.9476;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;FabInput
InputWindowChange;2021-01-25 15:30:33.7267;31064;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Open;4;-7.1660;0.0000;Running;2.2729;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-25 15:30:35.5235;31847;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6631;23;NULL
Rest;2021-01-25 15:30:36.5383;32288;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5983;23;NULL
MotorImagery;2021-01-25 15:30:37.6955;32797;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6420;24;NULL
InputWindowChange;2021-01-25 15:30:37.7244;32810;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;4;-7.1648;0.0000;Running;2.2729;9;0.1000;5;0.0500;2;0.0500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:30:37.7254;32810;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;4;-7.1648;0.0000;Running;2.2729;9;0.1000;5;0.0500;1;0.1000;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;RejInput
Rest;2021-01-25 15:30:37.8201;32851;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5659;24;NULL
MotorImagery;2021-01-25 15:30:38.0725;32964;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6579;25;NULL
Rest;2021-01-25 15:30:38.1961;33019;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6318;25;NULL
InputWindowChange;2021-01-25 15:30:48.4882;37390;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Open;5;-7.1648;0.0000;Running;1.1293;9;0.1000;5;0.0500;1;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:30:49.6180;37877;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;5;-10.0330;0.0000;Running;1.1293;9;0.1000;5;0.0500;1;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:30:49.6190;37877;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;5;-10.0330;0.0000;Running;1.1293;9;0.1000;4;0.1000;1;0.1000;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;FabInput
InputWindowChange;2021-01-25 15:31:00.0679;42568;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Open;6;-10.0330;0.0000;Running;1.8099;9;0.1000;4;0.1000;1;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-25 15:31:04.0695;44413;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;6;-10.0303;0.0000;Running;1.8099;9;0.1000;4;0.1000;1;0.1000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:31:04.0705;44413;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;6;-10.0303;0.0000;Running;1.8099;10;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;RejInput;NULL;NULL;AccInput
InputWindowChange;2021-01-25 15:31:14.3672;49063;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Open;7;-10.0303;0.0000;Running;2.1244;10;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-25 15:31:16.6629;50115;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6408;26;NULL
InputWindowChange;2021-01-25 15:31:16.6629;50115;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;7;-11.7324;0.0000;Running;2.1244;10;0.1000;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:31:16.6639;50115;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;7;-11.7324;0.0000;Running;2.1244;9;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;AccInput;NULL;NULL;AccInput
Rest;2021-01-25 15:31:16.7866;50165;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6212;26;NULL
MotorImagery;2021-01-25 15:31:18.4463;50928;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6550;27;NULL
Rest;2021-01-25 15:31:18.9600;51143;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6106;27;NULL
MotorImagery;2021-01-25 15:31:21.0121;52031;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6472;28;NULL
Rest;2021-01-25 15:31:22.2879;52607;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5730;28;NULL
MotorImagery;2021-01-25 15:31:23.5561;53192;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6442;29;NULL
Rest;2021-01-25 15:31:23.5611;53194;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6249;29;NULL
InputWindowChange;2021-01-25 15:31:26.3675;54489;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Open;8;-11.7324;0.0000;Running;1.4543;9;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-25 15:31:26.5082;54549;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6490;30;NULL
Rest;2021-01-25 15:31:26.6301;54608;7b38f0c796a4069a4297af7f198927d2;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6254;30;NULL
InputWindowChange;2021-01-25 15:31:27.8214;55152;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;8;-14.2774;0.0000;Running;1.4543;9;0.1500;4;0.1000;0;0.1500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-25 15:31:27.8224;55152;7b38f0c796a4069a4297af7f198927d2;anonymous;NULL;Closed;8;-14.2774;0.0000;Running;1.4543;9;0.1500;3;0.1500;0;0.1500;0;0.0000;0;0.0000;0;0.0000;FabInput;NULL;NULL;FabInput
