Event;Timestamp;Framecount;SessionID;Email;BCIState;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal;BCIConfidence;InputNumber
MotorImagery;2021-01-26 11:00:49.4392;15999;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7067;21
Rest;2021-01-26 11:00:49.8142;16024;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6338;21
InputWindowChange;2021-01-26 11:00:51.7136;16155;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Open;17;-17.0763;0.0000;Running;2.8548;8;0.4500;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:00:55.7049;16432;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;17;-17.0660;0.0000;Running;2.8548;8;0.4500;0;0.0000;0;0.4000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-26 11:00:55.7119;16432;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;17;-17.0660;0.0000;Running;2.8548;9;0.4500;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput;NULL;NULL
MotorImagery;2021-01-26 11:01:03.1436;16928;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7553;22
Rest;2021-01-26 11:01:04.1387;16996;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6031;22
InputWindowChange;2021-01-26 11:01:06.7146;17165;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Open;18;-17.0660;0.0000;Running;2.6521;9;0.4500;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
MotorImagery;2021-01-26 11:01:09.2731;17333;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7314;23
InputWindowChange;2021-01-26 11:01:09.2731;17333;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;18;-18.4866;0.0000;Running;2.6521;9;0.4500;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-26 11:01:09.2750;17333;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;18;-18.4866;0.0000;Running;2.6521;8;0.5000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput;NULL;NULL
Rest;2021-01-26 11:01:09.8601;17371;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6438;23
MotorImagery;2021-01-26 11:01:18.6820;17943;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7194;24
Rest;2021-01-26 11:01:18.9433;17960;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6334;24
InputWindowChange;2021-01-26 11:01:19.1153;17972;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Open;19;-18.4866;0.0000;Running;1.9467;8;0.5000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
InputWindowChange;2021-01-26 11:01:23.1127;18253;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;19;-18.4858;0.0000;Running;1.9467;8;0.5000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
GameDecision;2021-01-26 11:01:23.1137;18253;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;19;-18.4858;0.0000;Running;1.9467;8;0.5000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput;NULL;NULL
MotorImagery;2021-01-26 11:01:28.3885;18625;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7176;25
Rest;2021-01-26 11:01:28.4194;18626;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6870;25
MotorImagery;2021-01-26 11:01:28.5247;18634;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7013;26
Rest;2021-01-26 11:01:28.5526;18635;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6987;26
MotorImagery;2021-01-26 11:01:28.6494;18642;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7252;27
Rest;2021-01-26 11:01:28.8105;18652;1d63adebd0521fedbb068400054e3601;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6617;27
GameStopped;2021-01-26 11:01:30.9134;18791;1d63adebd0521fedbb068400054e3601;anonymous;NULL;Closed;20;0.0000;0.0000;Stopped;1.9467;8;0.5000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL;NULL;NULL
